competition_name,match_id,event_id,period,time,team_id,team_name,player_id,player_name,event_type,sub_event_type,tags,x,y,distance,angle,freekick,header,goal,xg,display_name
World_Cup,2057988,260663480,2H,1446.859,3148,독일,14723,T. 크로스,Shot,Shot,"['Left foot', 'Position: Out high left', 'Not accurate']",74.88,34.0,29.120000000000005,14.327518314614464,0,0,0,0.021781788975092,"T. 크로스, 2H 24:06, xG: 0.022"
World_Cup,2057988,260664038,2H,1963.69,14855,대한민국,14911,손흥민,Shot,Shot,"['Counter attack', 'Right foot', 'Opportunity', 'Position: Out low left', 'Not accurate']",16.64,26.52,18.24390309116994,20.871950813962584,0,0,0,0.0807777508803496,"손흥민, 2H 32:43, xG: 0.081"
World_Cup,2057988,260663758,2H,2206.528,3148,독일,14732,T. 뮐러,Shot,Shot,"['Head/body', 'Opportunity', 'Position: Out high left', 'Not accurate']",94.64,29.24,10.500819015676823,35.27094835074408,0,1,0,0.0961029678967037,"T. 뮐러, 2H 36:46, xG: 0.096"
World_Cup,2057988,260663784,2H,2263.504,3148,독일,15024,M. 로이스,Shot,Shot,"['Right foot', 'Opportunity', 'Position: Out high left', 'Not accurate']",80.08,25.16,25.5012156572976,15.371433022119302,0,0,0,0.0308864590717478,"M. 로이스, 2H 37:43, xG: 0.031"
World_Cup,2057988,260663805,2H,2331.263,3148,독일,146583,J. 브란트,Shot,Shot,"['Right foot', 'Blocked', 'Opportunity', 'Not accurate']",93.6,46.92,16.585728805210817,16.22014671693359,0,0,0,0.0772573738447391,"J. 브란트, 2H 38:51, xG: 0.077"
World_Cup,2057988,260663807,2H,2334.846,3148,독일,14723,T. 크로스,Shot,Shot,"['Right foot', 'Position: Out high right', 'Not accurate']",76.96000000000001,38.760000000000005,27.455768064288414,14.966559104011797,0,0,0,0.0266823384083298,"T. 크로스, 2H 38:54, xG: 0.027"
World_Cup,2057988,260663858,2H,2485.111,3148,독일,14795,M. 훔멜스,Shot,Shot,"['Head/body', 'Opportunity', 'Position: Out high right', 'Not accurate']",96.72,33.32,7.311689271297025,53.06272672579524,0,1,0,0.2030267294988681,"M. 훔멜스, 2H 41:25, xG: 0.203"
World_Cup,2057988,260663886,2H,2559.8,3148,독일,14723,T. 크로스,Shot,Shot,"['Right foot', 'Opportunity', 'Position: Goal low left', 'Accurate']",86.32000000000001,35.36,17.732230542151196,23.26319871408521,0,0,0,0.0921174626122048,"T. 크로스, 2H 42:39, xG: 0.092"
World_Cup,2057988,260664123,2H,2589.172,14855,대한민국,95490,정우영,Shot,Shot,"['Right foot', 'Opportunity', 'Position: Goal center right', 'Accurate']",30.16,29.239999999999995,30.53331295486947,13.509774707699368,0,0,0,0.0183580222742782,"정우영, 2H 43:09, xG: 0.018"
World_Cup,2057988,260664139,2H,2646.297,14855,대한민국,299121,이재성,Shot,Shot,"['Left foot', 'Blocked', 'Not accurate']",20.8,38.08,21.196377048920407,19.25423141308113,0,0,0,0.0567406157936292,"이재성, 2H 44:06, xG: 0.057"
World_Cup,2057988,260664143,2H,2767.867,14855,대한민국,95200,김영권,Shot,Shot,"['Goal', 'Left foot', 'Opportunity', 'Position: Goal high right', 'Accurate']",4.159999999999997,38.76,6.321645355443467,48.8964474270654,0,0,1,0.3987736049660267,"김영권, 2H 46:07, xG: 0.399"
World_Cup,2057988,260663949,2H,2966.066,3148,독일,14795,M. 훔멜스,Shot,Shot,"['Head/body', 'Opportunity', 'Position: Out high left', 'Not accurate']",97.76,24.48,11.382794033101009,21.46381765224532,0,1,0,0.0554554390187965,"M. 훔멜스, 2H 49:26, xG: 0.055"
World_Cup,2057988,260664166,2H,3051.602,14855,대한민국,14911,손흥민,Shot,Shot,"['Goal', 'Counter attack', 'Left foot', 'Opportunity', 'Position: Goal low center', 'Accurate']",5.200000000000003,26.52,9.109906695460722,28.67589923417213,0,0,1,0.2198889144975289,"손흥민, 2H 50:51, xG: 0.22"
World_Cup,2057988,260663992,2H,3147.087,3148,독일,14732,T. 뮐러,Shot,Shot,"['Right foot', 'Blocked', 'Not accurate']",84.24000000000001,36.720000000000006,19.946327982864407,20.617500474615248,0,0,0,0.0687838111650027,"T. 뮐러, 2H 52:27, xG: 0.069"
World_Cup,2057988,260664000,2H,3158.236,3148,독일,146583,J. 브란트,Shot,Shot,"['Right foot', 'Opportunity', 'Position: Goal center left', 'Accurate']",88.4,30.6,15.96621432901362,25.30464162395032,0,0,0,0.1129393122875761,"J. 브란트, 2H 52:38, xG: 0.113"
World_Cup,2057988,260664014,2H,3186.065,3148,독일,14795,M. 훔멜스,Shot,Shot,"['Left foot', 'Blocked', 'Not accurate']",93.6,40.120000000000005,12.0670791826357,29.93217063346266,0,0,0,0.1815622458068765,"M. 훔멜스, 2H 53:06, xG: 0.182"
World_Cup,2057988,260664031,2H,3219.998,3148,독일,14795,M. 훔멜스,Shot,Shot,"['Head/body', 'Opportunity', 'Position: Out high left', 'Not accurate']",96.72,36.720000000000006,7.77153781435824,48.587843742316906,0,1,0,0.1766883426892087,"M. 훔멜스, 2H 53:39, xG: 0.177"
