match_id,team_id,team_name,player_id,player_name,playing_time,goals,assists,own_goals,total_shots,shots_on_target,rfoot_shots,lfoot_shots,header_shots,fouls,offsides,yellow_cards,red_cards,total_passes,acc_passes,pass_accuracy
2057966,4418,France,209091,C. Tolisso,4694.2,0,0,0,0,0,0,0,0,2,0,1,0,66,58,0.88
2057966,4418,France,279545,L. Hernández,5792.2,0,0,0,1,0,1,0,0,1,0,0,0,41,32,0.78
2057966,4418,France,286390,O. Dembélé,4204.2,0,0,0,0,0,0,0,0,1,0,0,0,16,10,0.62
2057966,4418,France,340646,B. Pavard,5792.2,0,0,0,1,0,1,0,0,4,0,0,0,66,50,0.76
2057966,4418,France,353833,K. Mbappé,5792.2,0,0,0,1,1,1,0,0,1,0,0,0,20,18,0.9
2057966,8493,Australia,8410,M. Jedinak,5792.2,1,0,0,1,1,1,0,0,1,0,0,0,38,30,0.79
2057966,8493,Australia,15020,M. Leckie,5792.2,0,0,0,0,0,0,0,0,5,0,1,0,20,12,0.6
2057966,8493,Australia,16151,R. Kruse,5044.2,0,0,0,0,0,0,0,0,1,0,0,0,12,10,0.83
2057966,8493,Australia,61367,J. Risdon,5792.2,0,0,0,1,0,0,1,0,3,0,1,0,43,24,0.56
2057966,8493,Australia,61390,M. Ryan,5792.2,0,0,0,0,0,0,0,0,0,0,0,0,40,37,0.92
2057966,8493,Australia,61395,T. Sainsbury,5792.2,0,0,0,0,0,0,0,0,1,0,0,0,59,48,0.81
2057966,8493,Australia,61407,T. Rogić,4324.2,0,0,0,0,0,0,0,0,2,0,0,0,11,11,1.0
2057966,8493,Australia,61425,M. Milligan,5792.2,0,0,0,0,0,0,0,0,1,0,0,0,76,70,0.92
2057966,8493,Australia,61651,A. Behich,5792.2,0,0,1,1,0,1,0,0,3,0,1,0,53,41,0.77
2057966,8493,Australia,62389,A. Mooy,5792.2,0,0,0,0,0,0,0,0,1,0,0,0,63,51,0.81
2057966,8493,Australia,62743,J. Irvine,1468.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.75
2057966,8493,Australia,69978,T. Jurić,1948.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.75
2057966,8493,Australia,238055,A. Nabbout,3844.2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1.0
2057966,8493,Australia,403613,D. Arzani,748.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.67
2057972,7839,Iceland,93,J. Guðmunds­son,3784.5,0,0,0,1,0,0,1,0,0,0,0,0,13,10,0.77
2057972,7839,Iceland,21314,E. Hallfreðsson,5765.5,0,0,0,0,0,0,0,0,1,0,0,0,26,23,0.88
